Código do alimento,Descrição do alimento,Código da preparação,Descrição da preparação,Energia (kcal),Proteína (g),Lipídios totais (g),Carboidrato (g),Fibra alimentar total (g),Colesterol (mg),AG Saturados (g),AG Mono (g),AG Poli (g),AG Linoléico (g),AG Linolênico (g),AG Trans total(g),Açúcar total (g),Açúcar de adição (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Sódio de adição (mg),Potássio (mg),Cobre (mg),Zinco (mg),Selênio (mcg),Retinol (mcg),Vitamina A (RAE) (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Niacina (NE) (mg),Piridoxina (mg),Cobalamina (mcg),Folato (DFE) (mcg),Vitamina D (mcg),Vitamina E (mg),Vitamina C (mg),Grupo Alimentar
8102701,Salame,99.0,Não se aplica,336,21.85,25.9,2.4,-,89,9.316,11.127,2.529,2.256,0.126,0.586,0.96,0.955,15,19,0.978,191,1.56,1449,-,316,0.357,2.93,31.3,-,-,0.367,0.357,6.053,7.953,0.459,1.52,3,0.719,0.22,-,15
8102702,Salaminho,99.0,Não se aplica,336,21.85,25.9,2.4,-,89,9.316,11.127,2.529,2.256,0.126,0.586,0.96,0.955,15,19,0.978,191,1.56,1449,-,316,0.357,2.93,31.3,-,-,0.367,0.357,6.053,7.953,0.459,1.52,3,0.719,0.22,-,15
8102801,Blanquet de peru,99.0,Não se aplica,126,17.5,4.84,2.04,0.2,72,1.526,1.902,1.319,0.67,0.03,0.107,2.038,2.04,8,22,0.02,294,2.34,1114,-,287,0.25,2.59,32.2,7,7,0.03,0.149,2.118,5.318,0.209,0.23,7,0.185,0.64,8.9,15
8102901,Presunto ,99.0,Não se aplica,226,20.53,15.2,0.42,-,62,5.04,7.07,1.78,1.62,0.16,0.042,-,-,8,17,0.029,243,1.37,941,-,357,0.13,2.5,35.9,-,-,0.82,0.26,5.3,9.183,0.3,1.06,5,0.796,0.28,-,15
8103001,Hambúrguer de peru,2.0,Cozido(a),195.964,16.615,8.351,12.644,0.607,48.635,2.618,2.998,1.975,1.746,0.139,0.857,2.853,1.097,73.66,21.075,0.133,151.904,1.496,118.303,197,198.936,0.099,1.551,20.347,15.627,16.687,0.174,0.22,4.555,8.026,0.253,0.377,31.455,0.499,0.232,0.604,15
8103001,Hambúrguer de peru,4.0,Assado(a),195.964,16.615,8.351,12.644,0.607,48.635,2.618,2.998,1.975,1.746,0.139,0.857,2.853,1.097,73.66,21.075,0.133,151.904,1.496,118.303,197,198.936,0.099,1.551,20.347,15.627,16.687,0.174,0.22,4.555,8.026,0.253,0.377,31.455,0.499,0.232,0.604,15
8103001,Hambúrguer de peru,6.0,Empanado(a)/à milanesa,256.489,16.615,15.198,12.644,0.607,48.635,3.689,4.558,5.929,5.234,0.604,0.894,2.853,1.097,73.66,21.075,0.133,151.904,1.499,118.303,197,198.936,0.099,1.551,23.485,15.627,16.687,0.174,0.22,4.555,8.026,0.253,0.377,31.455,0.499,0.792,0.604,15
8103101,Hambúrguer não especificado,2.0,Cozido(a),214,26.62,11.1,-,-,86,4.379,4.676,0.398,0.297,0.053,0.692,-,-,13,21,0.01,193,2.89,61,499,300,0.078,6.65,21.6,-,-,0.037,0.172,5.228,7.695,0.348,2.5,6,0.45,0.41,-,15
8103101,Hambúrguer não especificado,3.0,Grelhado(a)/brasa/churrasco,214,26.62,11.1,-,-,86,4.379,4.676,0.398,0.297,0.053,0.692,-,-,13,21,0.01,193,2.89,61,499,300,0.078,6.65,21.6,-,-,0.037,0.172,5.228,7.695,0.348,2.5,6,0.45,0.41,-,15
8103101,Hambúrguer não especificado,4.0,Assado(a),214,26.62,11.1,-,-,86,4.379,4.676,0.398,0.297,0.053,0.692,-,-,13,21,0.01,193,2.89,61,499,300,0.078,6.65,21.6,-,-,0.037,0.172,5.228,7.695,0.348,2.5,6,0.45,0.41,-,15
8103101,Hambúrguer não especificado,5.0,Frito(a),236.659,26.62,13.663,-,-,86,4.78,5.26,1.878,1.603,0.227,0.706,-,-,13,21,0.01,193,2.891,61,499,300,0.078,6.65,22.775,-,-,0.037,0.172,5.228,7.695,0.348,2.5,6,0.45,0.62,-,15
8103101,Hambúrguer não especificado,99.0,Não se aplica,214,26.62,11.1,-,-,86,4.379,4.676,0.398,0.297,0.053,0.692,-,-,13,21,0.01,193,2.89,61,499,300,0.078,6.65,21.6,-,-,0.037,0.172,5.228,7.695,0.348,2.5,6,0.45,0.41,-,15
8103601,Apresuntado,99.0,Não se aplica,178,22.62,9.02,-,-,59,3.12,4.44,1.41,1.17,0.24,0.027,-,-,8,22,0.041,281,1.34,1500,-,409,0.145,2.47,19.8,-,-,0.73,0.33,6.15,10.117,0.31,0.7,3,0.8,0.31,-,15
8103901,Pururuca de porco,99.0,Não se aplica,544,61.3,31.3,-,-,95,11.37,14.78,3.64,3.35,0.26,0.31,-,-,30,11,0.069,85,0.88,1838,-,127,0.094,0.56,41,12,12,0.099,0.283,1.549,3.516,0.023,0.64,-,-,0.53,0.5,15
8103902,Pele de porco preparada (pururuca),99.0,Não se aplica,544,61.3,31.3,-,-,95,11.37,14.78,3.64,3.35,0.26,0.31,-,-,30,11,0.069,85,0.88,1838,-,127,0.094,0.56,41,12,12,0.099,0.283,1.549,3.516,0.023,0.64,-,-,0.53,0.5,15
8104001,"Patê (fígado, calabresa, frango, presunto, etc.)",99.0,Não se aplica,326,14.1,28.5,2.2,-,158,10.6,13.34,2.6,2.45,0.14,2.36,0.51,0.589,26,12,0.155,230,6.4,860,-,170,0.24,2.3,58,8300,8300,0.272,1.03,4.3,6.817,0.19,13.46,30,0.6,0.405,-,15
8104101,Carne de aves defumada,99.0,Não se aplica,195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,15
8104601,Carne salgada não especificada,2.0,Cozido(a),313,26.9,21.9,-,-,100,10.5,8.3,0.4,0.24,0.08,0.93,-,-,13,12,0.02,82,1.9,1943,-,86,0.03,7.7,-,-,-,-,0.06,-,-,-,-,-,-,-,-,15
8104601,Carne salgada não especificada,3.0,Grelhado(a)/brasa/churrasco,313,26.9,21.9,-,-,100,10.5,8.3,0.4,0.24,0.08,0.93,-,-,13,12,0.02,82,1.9,1943,-,86,0.03,7.7,-,-,-,-,0.06,-,-,-,-,-,-,-,-,15
8104601,Carne salgada não especificada,4.0,Assado(a),313,26.9,21.9,-,-,100,10.5,8.3,0.4,0.24,0.08,0.93,-,-,13,12,0.02,82,1.9,1943,-,86,0.03,7.7,-,-,-,-,0.06,-,-,-,-,-,-,-,-,15
8104601,Carne salgada não especificada,5.0,Frito(a),347.00404,25.285999999999998,26.557019999999998,-,-,94,10.80444,9.16238,3.82366,3.26796,0.48056,0.0318,-,-,12.22,11.28,0.0188,77.08,1.7889999999999997,1826.42,-,80.84,0.028199999999999996,7.2386,2.73654,-,-,-,0.05639999999999999,-,-,-,-,-,-,0.48846,-,15
8104601,Carne salgada não especificada,7.0,Refogado(a),347.00404,25.285999999999998,26.557019999999998,-,-,94,10.80444,9.16238,3.82366,3.26796,0.48056,0.0318,-,-,12.22,11.28,0.0188,77.08,1.7889999999999997,1826.42,-,80.84,0.028199999999999996,7.2386,2.73654,-,-,-,0.05639999999999999,-,-,-,-,-,-,0.48846,-,15
8104601,Carne salgada não especificada,8.0,Molho vermelho,255.2,21.784,17.556,1.076,0.3,80,8.406,6.646000000000001,0.3340000000000001,0.20600000000000002,0.064,-,0.85,-,13,12.8,0.038000000000000006,70.8,1.724,1659.2,-,135,0.048,6.2,0.04,-,3.4840000000000004,0.004,0.062,0.196,0.22799999999999998,0.02,-,2.2,-,0.284,1.4,15
8104601,Carne salgada não especificada,99.0,Não se aplica,313,26.9,21.9,-,-,100,10.5,8.3,0.4,0.24,0.08,0.93,-,-,13,12,0.02,82,1.9,1943,-,86,0.03,7.7,-,-,-,-,0.06,-,-,-,-,-,-,-,-,15
8104904,Mini chicken empanado,2.0,Cozido(a),273.016,16.237,15.63,15.912,0.643,39.844,3.619,7.431,2.572,2.341,0.137,3.008,0.143,-,9.845,17.73,0.107,121.516,1.36,704.38,-,138.841,0.047,0.711,16.445,4.219,4.888,0.167,0.142,6.892,10.018,0.299,0.159,35,0.094,1.087,-,15
8104904,Mini chicken empanado,3.0,Grelhado(a)/brasa/churrasco,273.016,16.237,15.63,15.912,0.643,39.844,3.619,7.431,2.572,2.341,0.137,3.008,0.143,-,9.845,17.73,0.107,121.516,1.36,704.38,-,138.841,0.047,0.711,16.445,4.219,4.888,0.167,0.142,6.892,10.018,0.299,0.159,35,0.094,1.087,-,15
8104904,Mini chicken empanado,4.0,Assado(a),273.016,16.237,15.63,15.912,0.643,39.844,3.619,7.431,2.572,2.341,0.137,3.008,0.143,-,9.845,17.73,0.107,121.516,1.36,704.38,-,138.841,0.047,0.711,16.445,4.219,4.888,0.167,0.142,6.892,10.018,0.299,0.159,35,0.094,1.087,-,15
8104904,Mini chicken empanado,5.0,Frito(a),273.016,16.237,15.63,15.912,0.643,39.844,3.619,7.431,2.572,2.341,0.137,3.008,0.143,-,9.845,17.73,0.107,121.516,1.36,704.38,-,138.841,0.047,0.711,16.445,4.219,4.888,0.167,0.142,6.892,10.018,0.299,0.159,35,0.094,1.087,-,15
8104904,Mini chicken empanado,6.0,Empanado(a)/à milanesa,273.016,16.237,15.63,15.912,0.643,39.844,3.619,7.431,2.572,2.341,0.137,3.008,0.143,-,9.845,17.73,0.107,121.516,1.36,704.38,-,138.841,0.047,0.711,16.445,4.219,4.888,0.167,0.142,6.892,10.018,0.299,0.159,35,0.094,1.087,-,15
8105001,Mortadela light,99.0,Não se aplica,211,13.06,16.06,3.45,-,79,5.46,7.548,3.051,2.786,0.219,0.109,0.46,0.46,48,17,0.155,94,1.15,716,-,138,0.082,0.73,5.6,1,1,0.159,0.097,3.072,4.755,0.163,0.29,18,0.416,0.232,-,15
8105201,Salsicha no varejo light,5.0,Frito(a),154,11,10,4.4,-,44,3.692,4.75,0.937,0.803,0.134,0.191,3.63,4.4,10,10,0.01,140,1.2,1257,-,150,0.075,1.96,15.1,-,-,0.18,0.11,2.4,4.117,0.1,1.3,4,0.327,0.08,-,15
8105401,Salame light,99.0,Não se aplica,145.184,14.704,8.935,0.5,-,51.524,2.474,3.505,1.976,1.721,0.079,0.194,0.5,0.5,9.878,12.667,0.014,95.122,0.778,999.073,-,124.77,0.044,1.412,11.443,33.972,33.972,0.037,0.117,3.6,6.328,0.176,0.164,3.963,0.113,0.243,-,15
8105501,Blanquet de peru light,99.0,Não se aplica,124.121,14.986,3.573,7.108,-,37.611,1.039,1.342,0.711,0.58,0.033,0.107,2.796,1.555,43.683,14.838,0.05,120.154,0.682,853.624,-,180.741,0.084,1.175,11.601,6.339,6.341,0.06,0.13,4.292,6.816,0.214,0.271,4.619,0.192,0.131,0.027,15
8105701,Hambúrguer não especificado light,99.0,Não se aplica,190,27.034,8.262,-,-,78.2,3.486,3.456,0.349,0.245,0.043,0.373,-,-,10,21.6,0.011,196.6,2.986,59.2,499,309,0.078,6.776,22.02,-,-,0.035,0.173,5.408,8.015,0.353,2.5,6,0.465,0.392,-,15
8200101,Refrigerante de cola tradicional,99.0,Não se aplica,36.874,0.07,0.02,9.527,-,-,-,-,-,-,-,-,10.564,9.527,1.993,-,0.002,9.966,0.11,3.986,-,1.993,0.001,0.02,0.1,-,-,-,-,-,-,-,-,-,-,-,-,16
8200102,Coca-cola tradicional,99.0,Não se aplica,36.874,0.07,0.02,9.527,-,-,-,-,-,-,-,-,10.564,9.527,1.993,-,0.002,9.966,0.11,3.986,-,1.993,0.001,0.02,0.1,-,-,-,-,-,-,-,-,-,-,-,-,16
8200202,Fanta laranja tradicional,99.0,Não se aplica,48,-,-,12.3,-,-,-,-,-,-,-,-,12.03,12.3,5,1,0.013,1,0.06,12,-,2,0.015,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8200208,Sukita tradicional,99.0,Não se aplica,48,-,-,12.3,-,-,-,-,-,-,-,-,12.03,12.3,5,1,0.013,1,0.06,12,-,2,0.015,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8200301,Refrigerante de guaraná tradicional,99.0,Não se aplica,39,-,-,10,-,-,-,-,-,-,-,-,10,10,1,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8200302,Guaraná tradicional,99.0,Não se aplica,39,-,-,10,-,-,-,-,-,-,-,-,10,10,1,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8200407,Sprit refrigerante tradicional,99.0,Não se aplica,40,0.05,0.02,10.14,-,-,-,-,-,-,-,-,9.07,10.14,2,1,0.002,-,0.11,9,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8200505,Fanta uva tradicional,99.0,Não se aplica,48,-,-,12.3,-,-,-,-,-,-,-,-,12.03,12.3,5,1,0.013,1,0.06,12,-,2,0.015,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8200701,Refrigerante de cola light,99.0,Não se aplica,2.002,0.11,0.03,0.29,-,-,-,-,-,-,-,-,-,-,3.003,1.001,0.107,9.008,0.11,8.007,-,8.007,0.002,0.01,-,-,-,0.005,0.023,-,-,-,-,-,-,-,-,16
8200702,Coca-cola light,99.0,Não se aplica,2.002,0.11,0.03,0.29,-,-,-,-,-,-,-,-,-,-,3.003,1.001,0.107,9.008,0.11,8.007,-,8.007,0.002,0.01,-,-,-,0.005,0.023,-,-,-,-,-,-,-,-,16
8200801,Refrigerante de cola diet,99.0,Não se aplica,2,0.11,0.03,0.29,-,-,-,-,-,-,-,-,-,-,3,1,0.107,9,0.11,8,-,8,0.002,0.01,-,-,-,0.005,0.023,-,-,-,-,-,-,-,-,16
8200902,Minuano tradicional,99.0,Não se aplica,40,0.05,0.02,10.14,-,-,-,-,-,-,-,-,9.07,10.14,2,1,0.002,-,0.11,9,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8201104,Mate tradicional,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8201202,Bidu tradicional,99.0,Não se aplica,39,-,-,10,-,-,-,-,-,-,-,-,10,10,1,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8201502,Fanta laranja light,99.0,Não se aplica,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,4.004,1.001,0.017,-,0.04,6.006,-,2.002,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8201601,Refrigerante de guaraná light,99.0,Não se aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8201602,Guaraná light,99.0,Não se aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8201802,Tubaína tradicional,99.0,Não se aplica,39,-,-,10,-,-,-,-,-,-,-,-,10,10,1,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8201902,Tubaína light,99.0,Não se aplica,2.002,0.11,0.03,0.29,-,-,-,-,-,-,-,-,-,-,3.003,1.001,0.107,9.008,0.11,8.007,-,8.007,0.002,0.01,-,-,-,0.005,0.023,-,-,-,-,-,-,-,-,16
8202001,Caldo de cana,99.0,Não se aplica,73.58,-,0.05,19.97,-,-,-,-,-,-,-,-,9.83,19.97,5.6,1,-,-,-,18.34,-,1,0.01,0.11,0.18,-,-,0.02,-,-,-,-,-,-,-,-,-,16
8202002,Garapá,99.0,Não se aplica,73.58,-,0.05,19.97,-,-,-,-,-,-,-,-,9.83,19.97,5.6,1,-,-,-,18.34,-,1,0.01,0.11,0.18,-,-,0.02,-,-,-,-,-,-,-,-,-,16
8202101,Água de coco,99.0,Não se aplica,19.275,0.73,0.203,3.764,1.116,-,0.179,0.008,0.002,0.002,-,-,1.491,-,24.347,25.361,0.144,20.289,0.294,106.517,-,253.612,0.041,0.101,1.014,-,-,0.03,0.058,0.081,0.216,0.032,-,3.043,-,-,2.435,16
8202402,Q-suco,99.0,Não se aplica,15.28,-,0.004,3.908,-,-,0.002,-,-,-,-,-,3.808,3.81,5.68,-,0.001,-,0.02,1.68,-,0.2,0.005,0.004,0.028,-,-,-,0.001,0.001,0.001,-,-,-,-,-,1.412,16
8202403,Q-refresko,99.0,Não se aplica,15.28,-,0.004,3.908,-,-,0.002,-,-,-,-,-,3.808,3.81,5.68,-,0.001,-,0.02,1.68,-,0.2,0.005,0.004,0.028,-,-,-,0.001,0.001,0.001,-,-,-,-,-,1.412,16
8202602,Nescafé,99.0,Não se aplica,241,12.2,0.5,75.4,-,-,0.197,0.041,0.196,0.18,0.015,-,0.48,-,141,327,1.712,303,4.41,37,-,3535,0.139,0.35,12.6,-,-,0.008,0.074,28.173,28.673,0.029,-,-,-,2.339,-,16
8202803,Erva-mate,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8202804,Chimarrão,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8202805,Tereré,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8203401,Levedo de cerveja,99.0,Não se aplica,170,16.2,1.3,28.1,11.5,-,0.2,0.715,0.002,0.002,-,-,13.544,1,86,180,0.19,104,36,3400,-,1800,0.3,2.1,18,-,-,11,8.4,50,55.117,1.3,10,3105,-,-,-,16
8203501,Refrigerante não especificado,99.0,Não se aplica,36.874,0.07,0.02,9.527,-,-,-,-,-,-,-,-,10.564,9.527,1.993,-,0.002,9.966,0.11,3.986,-,1.993,0.001,0.02,0.1,-,-,-,-,-,-,-,-,-,-,-,-,16
8203603,Cevada em pó,99.0,Não se aplica,352,9.91,1.16,77.72,15.6,-,0.244,0.149,0.56,0.505,0.055,-,1.3,-,29,79,1.322,221,2.5,9,-,280,0.42,2.13,37.7,-,1.083,0.191,0.114,4.604,7.354,0.26,-,23,-,0.02,-,16
8204503,Chocomilk ,99.0,Não se aplica,83.322,3.182,3.403,10.38,0.803,12.047,2.112,0.994,0.124,0.078,0.046,0.121,10.136,5.089,112.435,13.05,0.077,101.392,0.241,60.233,-,167.648,0.065,0.412,1.907,26.101,26.519,0.037,0.163,0.125,0.878,0.04,0.331,5.019,1.004,0.06,0.903,16
8204902,Água tônica tradicional,99.0,Não se aplica,40.017,0.05,0.02,10.144,-,-,-,-,-,-,-,-,9.074,10.144,2.001,1,0.002,-,0.11,9.004,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8205201,"Chá diet (preto, camomila, erva-cidreira, capim-limão, etc.) ",99.0,Não se aplica,2.524,0.009,-,0.672,-,-,0.002,0.001,0.004,0.001,0.003,-,0.339,0.359,-,2.98,0.218,0.993,0.02,2.98,-,36.768,0.01,0.02,0.002,-,-,-,0.014,-,-,-,-,4.966,-,-,-,16
8205402,Paraguai refrigerante tradicional,99.0,Não se aplica,39,-,-,10,-,-,-,-,-,-,-,-,10,10,1,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8205803,Gatorade,99.0,Não se aplica,27.011,-,0.1,6.763,-,-,-,-,-,-,-,-,5.902,5.903,1,2.001,0.05,7.003,0.22,30.012,-,14.006,0.25,0.2,0.3,-,-,0.011,0.001,0.616,0.616,0.061,0.45,-,-,-,0.4,16
8205901,Bebida energética,99.0,Não se aplica,45.348,0.252,0.081,11.025,-,-,-,-,-,-,-,-,10.138,10.145,13.1,3.023,0.003,-,0.02,84.649,-,3.023,0.005,-,0.202,-,-,0.025,0.579,8.566,8.566,1.975,1.764,-,-,-,-,16
8206301,"Chá (preto, camomila, erva-cidreira, capim-limão, etc.)",99.0,Não se aplica,1.001,-,-,0.3,-,-,0.002,0.001,0.004,0.001,0.003,-,-,-,-,3.003,0.219,1.001,0.02,3.003,-,37.034,0.01,0.02,-,-,-,-,0.014,-,-,-,-,5.005,-,-,-,16
8206402,Café solúvel capuccino ,99.0,Não se aplica,27.707,0.255,0.843,5.166,0.13,-,0.788,0.003,0.001,0.001,-,0.002,4.352,4.67,4.051,3.115,0.011,1.957,0.03,50.096,-,22.941,0.011,0.016,0.111,-,-,0.001,0.001,0.182,0.221,-,-,-,-,0.016,-,16
8207401,Refrigerante de guaraná diet,99.0,Não se aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8207402,Guaraná diet,99.0,Não se aplica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8207601,Refrigerante de limão diet,99.0,Não se aplica,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,4.004,1.001,0.017,-,0.04,6.006,-,2.002,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8207705,Fanta uva light,99.0,Não se aplica,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,4.004,1.001,0.017,-,0.04,6.006,-,2.002,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
8208104,Mate light,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8209002,Água tônica light,99.0,Não se aplica,40.017,0.05,0.02,10.144,-,-,-,-,-,-,-,-,9.074,10.144,2.001,1,0.002,-,0.11,9.004,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8209102,Paraguai refrigerante light,99.0,Não se aplica,2.002,0.11,0.03,0.29,-,-,-,-,-,-,-,-,-,-,3.003,1.001,0.107,9.008,0.11,8.007,-,8.007,0.002,0.01,-,-,-,0.005,0.023,-,-,-,-,-,-,-,-,16
8211002,Q-suco light,99.0,Não se aplica,15.28,-,0.004,3.908,-,-,0.002,-,-,-,-,-,3.808,3.81,5.68,-,0.001,-,0.02,1.68,-,0.2,0.005,0.004,0.028,-,-,-,0.001,0.001,0.001,-,-,-,-,-,1.412,16
8211003,Q-refresko light,99.0,Não se aplica,15.28,-,0.004,3.908,-,-,0.002,-,-,-,-,-,3.808,3.81,5.68,-,0.001,-,0.02,1.68,-,0.2,0.005,0.004,0.028,-,-,-,0.001,0.001,0.001,-,-,-,-,-,1.412,16
8211102,Q-suco diet,99.0,Não se aplica,15.28,-,0.004,3.908,-,-,0.002,-,-,-,-,-,3.808,3.81,5.68,-,0.001,-,0.02,1.68,-,0.2,0.005,0.004,0.028,-,-,-,0.001,0.001,0.001,-,-,-,-,-,1.412,16
8212401,Café capuccino solúvel light,99.0,Não se aplica,12.766,0.135,1.005,0.908,0.049,-,0.943,0.003,0.001,-,-,0.003,0.18,0.322,3.39,1.794,0.004,0.737,0.012,24.951,-,8.812,0.01,0.013,0.034,-,-,-,-,0.069,0.088,-,-,-,-,0.007,-,16
8212501,Café capuccino solúvel diet,99.0,Não se aplica,12.766,0.135,1.005,0.908,0.049,-,0.943,0.003,0.001,-,-,0.003,0.18,0.322,3.39,1.794,0.004,0.737,0.012,24.951,-,8.812,0.01,0.013,0.034,-,-,-,-,0.069,0.088,-,-,-,-,0.007,-,16
8212902,Água tônica diet,99.0,Não se aplica,40.017,0.05,0.02,10.144,-,-,-,-,-,-,-,-,9.074,10.144,2.001,1,0.002,-,0.11,9.004,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8212906,Refrigerante de quinino dietético,99.0,Não se aplica,40.017,0.05,0.02,10.144,-,-,-,-,-,-,-,-,9.074,10.144,2.001,1,0.002,-,0.11,9.004,-,1,0.001,0.04,-,-,-,-,-,0.015,0.015,-,-,-,-,-,-,16
8213003,Chá mate orgânico,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8213004,Chimarrão orgânico,99.0,Não se aplica,2.803,0.25,-,2.312,1.862,-,-,-,-,-,-,-,0.064,-,4.704,1.125,38.335,0.881,0.15,0.269,-,11.01,0.3,1.301,0.074,-,-,0.028,0.014,0.024,0.074,0.018,-,1.001,-,-,0.16,16
8213601,Suco de clorofila,99.0,Não se aplica,1.873,0.242,0.021,0.305,0.195,-,0.004,-,0.009,0.001,0.007,-,0.072,-,12.974,7.526,0.076,4.561,0.291,52.144,-,37.966,0.014,0.062,0.122,-,42.681,0.008,0.019,0.04,0.094,0.02,-,11.892,-,0.169,0.798,16
8273902,Café com farinha,99.0,Não se aplica,181.0005,0.86,0.16,44.185,3.435,-,0.051000000000000004,0.0575,0.0005,0.0155,0.005,-,-,-,33.501,20.0015,0.0115,22.5015,0.555,1.501,-,194.5225,0.041,0.21,-,-,-,0.07700000000000001,0.038,0.0955,0.0955,0.0005,-,1.001,-,0.005,-,16
8300101,Cerveja (com ou sem álcool),99.0,Não se aplica,43.185,0.462,-,3.565,-,-,-,-,-,-,-,-,-,-,4.017,6.026,0.008,14.06,0.02,4.017,-,27.116,0.005,0.01,0.603,-,-,0.005,0.025,0.515,0.515,0.046,0.02,6.026,-,-,-,17
8300201,Chopp,99.0,Não se aplica,43.185,0.462,-,3.565,-,-,-,-,-,-,-,-,-,-,4.017,6.026,0.008,14.06,0.02,4.017,-,27.116,0.005,0.01,0.603,-,-,0.005,0.025,0.515,0.515,0.046,0.02,6.026,-,-,-,17
8300301,Aguardente,99.0,Não se aplica,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
8300302,Cachaça,99.0,Não se aplica,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
8300501,Batida de qualquer sabor,99.0,Não se aplica,187.38,0.541,3.693,22.144,0.32,-,3.232,0.161,0.058,0.05,0.008,-,20.778,15.742,7.074,8.258,0.366,17.535,0.39,1.602,-,92.644,0.076,0.161,0.244,-,0.111,0.031,0.013,0.185,0.259,0.05,-,10.393,-,0.025,4.727,17
8300701,Rum,99.0,Não se aplica,230.182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.018,3.986,0.04,0.996,-,1.993,0.021,0.04,-,-,-,0.006,0.004,0.013,0.013,0.001,-,-,-,-,-,17
