Código do alimento,Descrição do alimento,Código da preparação,Descrição da preparação,Energia (kcal),Proteína (g),Lipídios totais (g),Carboidrato (g),Fibra alimentar total (g),Colesterol (mg),AG Saturados (g),AG Mono (g),AG Poli (g),AG Linoléico (g),AG Linolênico (g),AG Trans total(g),Açúcar total (g),Açúcar de adição (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Sódio de adição (mg),Potássio (mg),Cobre (mg),Zinco (mg),Selênio (mcg),Retinol (mcg),Vitamina A (RAE) (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Niacina (NE) (mg),Piridoxina (mg),Cobalamina (mcg),Folato (DFE) (mcg),Vitamina D (mcg),Vitamina E (mg),Vitamina C (mg),Grupo Alimentar
6400609,Aipim,11.0,Com manteiga/óleo,154.6,0.6125,4.3405000000000005,28.598,1.52,10.75,2.6635000000000004,1.146,0.24700000000000003,0.184,0.025500000000000002,0.164,0.005,-,19.25,25.75,0.056999999999999995,22.1,0.096,29.75,286,96.2,0.0095,0.1945,0.05,33.55,34.2085,0.0575,0.0015,0.002,0.012,0.028499999999999998,0.0085,0.15,0.07,0.11599999999999999,10.545,2
6400609,Aipim,13.0,Ensopado,162.7367,0.57,5.2608500000000005,28.595,1.52,-,0.8737,1.22865,2.9680500000000003,2.5828,0.34730000000000005,0.026500000000000003,-,-,18.05,25.65,0.056999999999999995,20.9,0.0975,0.95,286,95,0.0095,0.1905,2.28045,-,-,0.056999999999999995,-,-,-,0.028499999999999998,-,-,-,0.40705,10.545,2
6400609,Aipim,15.0,Sopa,31.443,0.948,0.123,7.012,0.711,-,0.039,0.027,0.032,0.027,0.005,0.002,3.275,2.523,8.555,6.347,0.068,15.762,0.285,310.432,-,88.315,0.039,0.115,1.344,-,33.476,0.03,0.026,0.505,0.667,0.04,0.015,9.276,-,0.204,2.099,2
6400609,Aipim,99.0,Não se aplica,125,0.6,0.3,30.1,1.6,-,0.1,0.1,0.1,0.05,0.01,-,-,-,19,27,0.06,22,0.1,1,286,100,0.01,0.2,-,-,-,0.06,-,-,-,0.03,-,-,-,-,11.1,2
6400610,Macaxeira,1.0,Cru(a),125,0.6,0.3,30.1,1.6,-,0.1,0.1,0.1,0.05,0.01,-,-,-,19,27,0.06,22,0.1,1,286,100,0.01,0.2,-,-,-,0.06,-,-,-,0.03,-,-,-,-,11.1,2
6400610,Macaxeira,2.0,Cozido(a),125,0.6,0.3,30.1,1.6,-,0.1,0.1,0.1,0.05,0.01,-,-,-,19,27,0.06,22,0.1,1,286,100,0.01,0.2,-,-,-,0.06,-,-,-,0.03,-,-,-,-,11.1,2
6400610,Macaxeira,4.0,Assado(a),125,0.6,0.3,30.1,1.6,-,0.1,0.1,0.1,0.05,0.01,-,-,-,19,27,0.06,22,0.1,1,286,100,0.01,0.2,-,-,-,0.06,-,-,-,0.03,-,-,-,-,11.1,2
6400610,Macaxeira,5.0,Frito(a),162.7367,0.57,5.2608500000000005,28.595,1.52,-,0.8737,1.22865,2.9680500000000003,2.5828,0.34730000000000005,0.026500000000000003,-,-,18.05,25.65,0.056999999999999995,20.9,0.0975,0.95,286,95,0.0095,0.1905,2.28045,-,-,0.056999999999999995,-,-,-,0.028499999999999998,-,-,-,0.40705,10.545,2
6400701,Cará,2.0,Cozido(a),100,1.71,0.12,23.4,1.8,-,0.03,0.01,0.05,0.04,0.01,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,0.6,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.77,9.1,2
6400701,Cará,5.0,Frito(a),115.74,1.71,1.9,23.4,1.8,-,0.28,0.42,1.08,0.95,0.13,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,1.42,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.93,9.1,2
6400701,Cará,7.0,Refogado(a),115.74,1.71,1.9,23.4,1.8,-,0.28,0.42,1.08,0.95,0.13,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,1.42,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.93,9.1,2
6400701,Cará,13.0,Ensopado,115.74,1.71,1.9,23.4,1.8,-,0.28,0.42,1.08,0.95,0.13,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,1.42,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.93,9.1,2
6400701,Cará,14.0,Mingau,100,1.71,0.12,23.4,1.8,-,0.03,0.01,0.05,0.04,0.01,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,0.6,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.77,9.1,2
6400701,Cará,15.0,Sopa,31.443,0.948,0.123,7.012,0.711,-,0.039,0.027,0.032,0.027,0.005,0.002,3.275,2.523,8.555,6.347,0.068,15.762,0.285,310.432,-,88.315,0.039,0.115,1.344,-,33.476,0.03,0.026,0.505,0.667,0.04,0.015,9.276,-,0.204,2.099,2
6400713,Inhame caraquento (cará),2.0,Cozido(a),100,1.71,0.12,23.4,1.8,-,0.03,0.01,0.05,0.04,0.01,-,6.47,-,35,21,0.67,44,0.54,8,260,377,0.18,0.3,0.6,-,1043.46,0.07,0.06,0.56,0.91,0.19,-,22,-,0.77,9.1,2
6400802,Batata (não especificada),1.0,Cru(a),86,1.71,0.1,20.01,2.05,-,0.026,0.002,0.043,0.032,0.01,-,0.86,-,8,20,0.14,40,0.31,5,242,328,0.167,0.27,0.3,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.06,7.4,2
6400802,Batata (não especificada),2.0,Cozido(a),86,1.71,0.1,20.01,2.05,-,0.026,0.002,0.043,0.032,0.01,-,0.86,-,8,20,0.14,40,0.31,5,242,328,0.167,0.27,0.3,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.06,7.4,2
6400802,Batata (não especificada),3.0,Grelhado(a)/brasa/churrasco,86,1.71,0.1,20.01,2.05,-,0.026,0.002,0.043,0.032,0.01,-,0.86,-,8,20,0.14,40,0.31,5,242,328,0.167,0.27,0.3,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.06,7.4,2
6400802,Batata (não especificada),4.0,Assado(a),86,1.71,0.1,20.01,2.05,-,0.026,0.002,0.043,0.032,0.01,-,0.86,-,8,20,0.14,40,0.31,5,242,328,0.167,0.27,0.3,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.06,7.4,2
6400802,Batata (não especificada),5.0,Frito(a),263.5,2.871,13.64,33.6,3.442,-,2.152,3.073,7.851,6.918,0.931,0.072,1.444,-,13.433,33.583,0.235,67.166,0.527,8.396,380,550.764,0.28,0.455,6.678,-,0.28,0.165,0.032,2.203,2.959,0.452,-,15.112,-,1.203,12.426,2
6400802,Batata (não especificada),7.0,Refogado(a),111.736,1.71,3.011,20.01,2.05,-,0.482,0.665,1.724,1.515,0.208,0.016,0.86,-,8,20,0.14,40,0.311,5,242,328,0.167,0.27,1.634,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.298,7.4,2
6400802,Batata (não especificada),8.0,Molho vermelho,73.6,1.632,0.116,17.084,1.94,-,0.026,0.007,0.049,0.039,0.009,-,1.538,-,9,19.2,0.133,37.2,0.452,108.8,242,328.6,0.157,0.256,0.28,-,3.617,0.083,0.028,1.245,1.638,0.235,-,9.4,-,0.332,7.32,2
6400802,Batata (não especificada),9.0,Molho branco,101.39,2.147,2.569,17.859,1.683,6.833,1.553,0.639,0.147,0.116,0.03,0.097,1.721,-,29.279,18.312,0.122,51.693,0.318,24.917,242,292.454,0.138,0.305,1.409,20.697,21.214,0.097,0.058,1.145,1.78,0.223,0.09,10.796,0.227,0.113,5.924,2
6400802,Batata (não especificada),12.0,Ao vinagrete,111.736,1.71,3.011,20.01,2.05,-,0.482,0.665,1.724,1.515,0.208,0.016,0.86,-,8,20,0.14,40,0.311,5,242,328,0.167,0.27,1.634,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.298,7.4,2
6400802,Batata (não especificada),13.0,Ensopado,111.736,1.71,3.011,20.01,2.05,-,0.482,0.665,1.724,1.515,0.208,0.016,0.86,-,8,20,0.14,40,0.311,5,242,328,0.167,0.27,1.634,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.298,7.4,2
6400802,Batata (não especificada),15.0,Sopa,31.443,0.948,0.123,7.012,0.711,-,0.039,0.027,0.032,0.027,0.005,0.002,3.275,2.523,8.555,6.347,0.068,15.762,0.285,310.432,-,88.315,0.039,0.115,1.344,-,33.476,0.03,0.026,0.505,0.667,0.04,0.015,9.276,-,0.204,2.099,2
6400802,Batata (não especificada),99.0,Não se aplica,86,1.71,0.1,20.01,2.05,-,0.026,0.002,0.043,0.032,0.01,-,0.86,-,8,20,0.14,40,0.31,5,242,328,0.167,0.27,0.3,-,0.167,0.098,0.019,1.312,1.762,0.269,-,9,-,0.06,7.4,2
6400908,Mandioquinha,2.0,Cozido(a),76,1.37,0.14,17.72,2.5,-,0.03,-,0.06,0.06,-,-,5.74,-,27,18,0.27,32,0.72,27,148,230,0.09,0.2,0.2,-,787,0.06,0.05,0.54,1,0.17,-,6,-,0.94,12.8,2
6400908,Mandioquinha,5.0,Frito(a),116.4,1.3,5.13,16.83,2.38,-,0.75,1.17,2.95,2.61,0.34,-,5.45,-,25.65,17.1,0.25,30.4,0.69,25.65,148,218.5,0.09,0.19,2.48,-,747.65,0.05,0.04,0.51,0.95,0.16,-,5.7,-,1.35,12.16,2
6400908,Mandioquinha,7.0,Refogado(a),91.74,1.37,1.92,17.72,2.5,-,0.29,0.41,1.09,0.97,0.12,-,5.74,-,27,18,0.27,32,0.72,27,148,230,0.09,0.2,1.02,-,787,0.06,0.05,0.54,1,0.17,-,6,-,1.1,12.8,2
6400908,Mandioquinha,13.0,Ensopado,91.74,1.37,1.92,17.72,2.5,-,0.29,0.41,1.09,0.97,0.12,-,5.74,-,27,18,0.27,32,0.72,27,148,230,0.09,0.2,1.02,-,787,0.06,0.05,0.54,1,0.17,-,6,-,1.1,12.8,2
6401001,Rabanete,1.0,Cru(a),16,0.68,0.1,3.4,1.6,-,0.03,0.02,0.05,0.02,0.03,-,0.92,-,25,10,0.07,20,0.34,39,-,233,0.05,0.28,0.6,-,0.33,0.01,0.04,0.25,0.4,0.07,-,25,-,-,14.8,2
6401001,Rabanete,2.0,Cozido(a),18,0.6,0.1,4.1,1.6,-,0.03,0.02,0.05,0.02,0.03,-,2.89,-,27,16,0.04,23,0.4,21,257,227,0.12,0.15,0.7,-,-,0.02,0.02,0.2,0.25,0.05,-,28,-,-,22,2
6401001,Rabanete,12.0,Ao vinagrete,18,0.6,0.1,4.1,1.6,-,0.03,0.02,0.05,0.02,0.03,-,2.89,-,27,16,0.04,23,0.4,21,257,227,0.12,0.15,0.7,-,-,0.02,0.02,0.2,0.25,0.05,-,28,-,-,22,2
6401101,Beterraba,1.0,Cru(a),43,1.61,0.17,9.56,2.8,-,0.03,0.03,0.06,0.06,0.01,-,6.5,-,16,23,0.33,40,0.8,78,-,325,0.08,0.35,0.7,-,1.67,0.03,0.04,0.33,0.65,0.07,-,109,-,0.04,4.9,2
6401101,Beterraba,2.0,Cozido(a),44,1.68,0.18,9.96,2,-,0.03,0.04,0.06,0.06,0.01,-,8.8,-,16,23,0.33,38,0.79,77,222,305,0.07,0.35,0.7,-,1.75,0.03,0.04,0.33,0.66,0.07,-,80,-,0.04,3.6,2
6401101,Beterraba,7.0,Refogado(a),67.62,1.68,2.85,9.96,2,-,0.41,0.66,1.61,1.42,0.19,-,8.8,-,16,23,0.33,38,0.79,77,222,305,0.07,0.35,1.92,-,1.75,0.03,0.04,0.33,0.66,0.07,-,80,-,0.29,3.6,2
6401101,Beterraba,12.0,Ao vinagrete,44,1.68,0.18,9.96,2,-,0.03,0.04,0.06,0.06,0.01,-,8.8,-,16,23,0.33,38,0.79,77,222,305,0.07,0.35,0.7,-,1.75,0.03,0.04,0.33,0.66,0.07,-,80,-,0.04,3.6,2
6401101,Beterraba,15.0,Sopa,31.443,0.948,0.123,7.012,0.711,-,0.039,0.027,0.032,0.027,0.005,0.002,3.275,2.523,8.555,6.347,0.068,15.762,0.285,310.432,-,88.315,0.039,0.115,1.344,-,33.476,0.03,0.026,0.505,0.667,0.04,0.015,9.276,-,0.204,2.099,2
6401101,Beterraba,99.0,Não se aplica,43,1.61,0.17,9.56,2.8,-,0.03,0.03,0.06,0.06,0.01,-,6.5,-,16,23,0.33,40,0.8,78,-,325,0.08,0.35,0.7,-,1.67,0.03,0.04,0.33,0.65,0.07,-,109,-,0.04,4.9,2
6401201,Cenoura,1.0,Cru(a),41,0.93,0.24,9.58,2.8,-,0.04,0.01,0.12,0.12,-,-,4.73,-,33,12,0.14,35,0.3,69,-,320,0.05,0.24,0.1,-,840.5,0.07,0.06,0.98,1.18,0.14,-,19,-,0.86,5.9,2
6401201,Cenoura,2.0,Cozido(a),35,0.76,0.18,8.22,3,-,0.03,0.01,0.09,0.09,-,-,3.46,-,30,10,0.16,30,0.34,58,242,235,0.02,0.2,0.7,-,860.08,0.07,0.04,0.65,0.81,0.15,-,14,-,1.03,3.6,2
6401201,Cenoura,5.0,Frito(a),60.47,0.74,3.17,7.97,2.91,-,0.46,0.7,1.82,1.61,0.2,-,3.36,-,29.1,9.7,0.15,29.1,0.33,56.26,242,227.95,0.02,0.19,2.05,-,834.28,0.06,0.04,0.63,0.79,0.15,-,13.58,-,1.28,3.49,2
6401201,Cenoura,7.0,Refogado(a),60.47,0.74,3.17,7.97,2.91,-,0.46,0.7,1.82,1.61,0.2,-,3.36,-,29.1,9.7,0.15,29.1,0.33,56.26,242,227.95,0.02,0.19,2.05,-,834.28,0.06,0.04,0.63,0.79,0.15,-,13.58,-,1.28,3.49,2
6401201,Cenoura,8.0,Molho vermelho,32.8,0.87,0.18,7.65,2.7,-,0.03,0.01,0.09,0.08,-,-,3.62,-,26.6,11.2,0.15,29.2,0.48,151.2,242,254.2,0.04,0.2,0.6,-,691.55,0.06,0.05,0.71,0.88,0.14,-,13.4,-,1.11,4.28,2
6401201,Cenoura,10.0,Ao alho e óleo,60.47,0.74,3.17,7.97,2.91,-,0.46,0.7,1.82,1.61,0.2,-,3.36,-,29.1,9.7,0.15,29.1,0.33,56.26,242,227.95,0.02,0.19,2.05,-,834.28,0.06,0.04,0.63,0.79,0.15,-,13.58,-,1.28,3.49,2
6401201,Cenoura,11.0,Com manteiga/óleo,56.74,0.79,2.64,8.22,3,6.52,1.59,0.64,0.18,0.17,0.01,0.1,3.46,-,30.73,10.06,0.16,30.73,0.34,75.46,242,235.73,0.02,0.2,0.73,20.34,880.82,0.07,0.05,0.65,0.82,0.15,0.01,14.09,0.04,1.1,3.6,2
6401201,Cenoura,12.0,Ao vinagrete,35,0.76,0.18,8.22,3,-,0.03,0.01,0.09,0.09,-,-,3.46,-,30,10,0.16,30,0.34,58,242,235,0.02,0.2,0.7,-,860.08,0.07,0.04,0.65,0.81,0.15,-,14,-,1.03,3.6,2
6401201,Cenoura,13.0,Ensopado,60.47,0.74,3.17,7.97,2.91,-,0.46,0.7,1.82,1.61,0.2,-,3.36,-,29.1,9.7,0.15,29.1,0.33,56.26,242,227.95,0.02,0.19,2.05,-,834.28,0.06,0.04,0.63,0.79,0.15,-,13.58,-,1.28,3.49,2
6401201,Cenoura,15.0,Sopa,31.443,0.948,0.123,7.012,0.711,-,0.039,0.027,0.032,0.027,0.005,0.002,3.275,2.523,8.555,6.347,0.068,15.762,0.285,310.432,-,88.315,0.039,0.115,1.344,-,33.476,0.03,0.026,0.505,0.667,0.04,0.015,9.276,-,0.204,2.099,2
6401201,Cenoura,99.0,Não se aplica,41,0.93,0.24,9.58,2.8,-,0.04,0.01,0.12,0.12,-,-,4.73,-,33,12,0.14,35,0.3,69,-,320,0.05,0.24,0.1,-,840.5,0.07,0.06,0.98,1.18,0.14,-,19,-,0.86,5.9,2
6401301,Nabo,2.0,Cozido(a),22,0.71,0.08,5.06,2,-,0.008,0.005,0.042,0.009,0.032,-,1.885,-,33,9,0.071,26,0.18,16,242,177,0.002,0.12,0.2,-,-,0.027,0.023,0.299,0.416,0.067,-,9,-,0.02,11.6,2
6401301,Nabo,7.0,Refogado(a),47.736,0.71,2.991,5.06,2,-,0.464,0.668,1.723,1.492,0.23,0.016,1.885,-,33,9,0.071,26,0.181,16,242,177,0.002,0.12,1.534,-,-,0.027,0.023,0.299,0.416,0.067,-,9,-,0.258,11.6,2
6401601,Açafrão,1.0,Cru(a),310,11.43,5.85,65.37,3.9,-,1.586,0.429,2.067,0.754,1.242,-,-,-,111,264,28.408,252,11.1,148,-,1724,0.328,1.09,5.6,-,26.5,0.115,0.267,1.46,1.46,1.01,-,93,-,1.69,80.8,2
6401801,Batata-inglesa orgânica,5.0,Frito(a),263.5,2.871,13.64,33.6,3.442,-,2.152,3.073,7.851,6.918,0.931,0.072,1.444,-,13.433,33.583,0.235,67.166,0.527,8.396,380,550.764,0.28,0.455,6.678,-,0.28,0.165,0.032,2.203,2.959,0.452,-,15.112,-,1.203,12.426,2
6500101,Creme de arroz,99.0,Não se aplica,148.323,3.798,3.295,26.071,0.301,9.625,1.84,0.833,0.232,0.152,0.08,0.112,17.398,12.325,110.537,13.754,0.144,99.066,0.076,387.297,-,147.157,0.026,0.48,5.402,26.951,27.357,0.059,0.181,0.406,1.75,0.086,0.424,5.306,0.963,0.071,0.254,3
6500104,Arrozina,99.0,Não se aplica,148.323,3.798,3.295,26.071,0.301,9.625,1.84,0.833,0.232,0.152,0.08,0.112,17.398,12.325,110.537,13.754,0.144,99.066,0.076,387.297,-,147.157,0.026,0.48,5.402,26.951,27.357,0.059,0.181,0.406,1.75,0.086,0.424,5.306,0.963,0.071,0.254,3
6500105,Mucilon,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
6500108,Mingau de arroz,99.0,Não se aplica,148.323,3.798,3.295,26.071,0.301,9.625,1.84,0.833,0.232,0.152,0.08,0.112,17.398,12.325,110.537,13.754,0.144,99.066,0.076,387.297,-,147.157,0.026,0.48,5.402,26.951,27.357,0.059,0.181,0.406,1.75,0.086,0.424,5.306,0.963,0.071,0.254,3
6500202,Croquinhos de arroz,99.0,Não se aplica,387,12.94,4.54,77.9,14.5,-,0.703,1.1,2.559,2.499,0.06,-,0.86,-,7,144,1.113,358,3.19,8,-,329,0.262,3.08,-,-,9.833,0.104,0.083,2.308,3.725,0.157,-,31,-,0.29,-,3
6500301,Farinha de aveia,99.0,Não se aplica,384,16,6.3,67,9.8,-,1.11,1.98,2.3,2.2,0.1,-,1.57,-,52,148,3.63,474,4.2,4,-,350,0.34,3.07,34,-,-,0.73,0.14,0.78,4.48,0.12,-,32,-,0.7,-,3
6500401,Aveia em flocos,99.0,Não se aplica,384,16,6.3,67,9.8,-,1.11,1.98,2.3,2.2,0.1,-,1.57,-,52,148,3.63,474,4.2,4,-,350,0.34,3.07,34,-,-,0.73,0.14,0.78,4.48,0.12,-,32,-,0.7,-,3
6500601,Fubá de milho,99.0,Não se aplica,60.58,1.44,0.2,13,0.26,-,0.03,0.05,0.08,0.08,-,-,0.52,-,2.82,5.24,0.02,11.92,0.64,2.65,236,23.2,0.02,0.07,2.78,-,0.02,0.1,0.06,0.81,0.98,0.02,-,39.44,-,0.02,-,3
6500603,Farinha de milho,99.0,Não se aplica,351,7.2,1.5,79.1,5.5,-,0.4,0.4,0.6,0.63,0.02,-,-,-,1,31,-,84,2.3,45,-,58,0.27,0.6,-,-,9,0.25,-,-,-,0.25,-,-,-,-,-,3
6500608,Puba de milho,99.0,Não se aplica,311,4.8,12.4,45.1,0.7,82,4.5,3.9,1.5,1.34,0.08,1.99,8.27,5.68,83,10,0.11,128,0.7,134,-,118,0.04,0.4,-,57,-,0.11,0.05,-,-,-,-,-,-,-,-,3
6500609,Puba de fubá,99.0,Não se aplica,311,4.8,12.4,45.1,0.7,82,4.5,3.9,1.5,1.34,0.08,1.99,8.27,5.68,83,10,0.11,128,0.7,134,-,118,0.04,0.4,-,57,-,0.11,0.05,-,-,-,-,-,-,-,-,3
6500613,Milho moído,2.0,Cozido(a),160.141,3.32,7.178,25.11,4.25,-,1.12,1.718,4.009,3.591,0.418,0.031,3.16,-,3.152,26.006,0.159,75,0.445,244.964,245,212.051,0.047,0.611,2.904,-,13.167,0.215,0.072,1.614,1.997,0.06,-,46,-,0.572,6.2,3
6500614,Mingau de milho,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
6500702,Amido de milho,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
6500705,Amido de arroz,99.0,Não se aplica,148.323,3.798,3.295,26.071,0.301,9.625,1.84,0.833,0.232,0.152,0.08,0.112,17.398,12.325,110.537,13.754,0.144,99.066,0.076,387.297,-,147.157,0.026,0.48,5.402,26.951,27.357,0.059,0.181,0.406,1.75,0.086,0.424,5.306,0.963,0.071,0.254,3
6500801,Cremogema,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
6500802,Vitamilho,99.0,Não se aplica,128.3,4.35,0.22,26.42,1.71,-,0.04,0.03,0.09,0.08,-,-,0.72,-,10.74,15.82,0.27,58.01,0.37,261.48,256,57.49,0.09,0.28,3.75,-,0.06,0.06,0.03,1.19,2.12,0.04,-,6.82,-,0.05,-,3
6500804,Creme de milho,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
6500902,Sucrilhos de milho,99.0,Não se aplica,377,4.7,0.7,88.8,2.1,-,-,-,-,-,-,-,38.02,38.67,56,8,-,43,3.9,405,-,52,0.04,8.5,-,-,15,0.73,1.11,10.13,-,0.79,-,-,-,-,-,3
6500903,Cereal matinal de milho em flocos,99.0,Não se aplica,377,4.7,0.7,88.8,2.1,-,-,-,-,-,-,-,38.02,38.67,56,8,-,43,3.9,405,-,52,0.04,8.5,-,-,15,0.73,1.11,10.13,-,0.79,-,-,-,-,-,3
6501301,Germe de trigo,99.0,Não se aplica,360,23.15,9.72,51.8,13.2,-,1.665,1.365,6.01,5.287,0.723,-,8.7,-,39,239,13.301,842,6.26,12,-,892,0.796,12.29,79.2,-,5.167,1.882,0.499,6.813,12.096,1.3,-,281,-,21.805,-,3
6501303,Fibra de trigo,99.0,Não se aplica,216,15.55,4.25,64.51,42.8,-,0.63,0.637,2.212,2.039,0.167,-,1.6,-,73,611,11.5,1013,10.57,2,-,1182,0.998,7.27,77.6,-,0.5,0.523,0.577,13.578,18.278,1.303,-,79,-,1.49,-,3
6501304,Fibra de cereal trigo,99.0,Não se aplica,216,15.55,4.25,64.51,42.8,-,0.63,0.637,2.212,2.039,0.167,-,1.6,-,73,611,11.5,1013,10.57,2,-,1182,0.998,7.27,77.6,-,0.5,0.523,0.577,13.578,18.278,1.303,-,79,-,1.49,-,3
6501401,Farinha de mandioca,99.0,Não se aplica,361,1.6,0.3,87.9,6.4,-,0.1,0.1,-,0.03,0.01,0.1,-,-,65,37,-,42,1.1,1,-,340,0.08,0.4,-,-,-,0.14,-,-,-,-,-,-,-,-,-,3
6501410,Farinha de copioba,99.0,Não se aplica,361,1.6,0.3,87.9,6.4,-,0.1,0.1,-,0.03,0.01,0.1,-,-,65,37,-,42,1.1,1,-,340,0.08,0.4,-,-,-,0.14,-,-,-,-,-,-,-,-,-,3
6501415,Farinha d'água,99.0,Não se aplica,361,1.6,0.3,87.9,6.4,-,0.1,0.1,-,0.03,0.01,0.1,-,-,65,37,-,42,1.1,1,-,340,0.08,0.4,-,-,-,0.14,-,-,-,-,-,-,-,-,-,3
6501416,Cruera,99.0,Não se aplica,361,1.6,0.3,87.9,6.4,-,0.1,0.1,-,0.03,0.01,0.1,-,-,65,37,-,42,1.1,1,-,340,0.08,0.4,-,-,-,0.14,-,-,-,-,-,-,-,-,-,3
6501502,Goma de mandioca,99.0,Não se aplica,336,2,-,82,-,-,-,-,-,-,-,-,-,-,4,-,-,-,0.16,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
6501505,Sagu de mandioca,99.0,Não se aplica,116.992,4.334,4.099,15.512,0.029,63.114,1.988,1.208,0.346,0.254,0.068,0.097,13.203,8.602,102.169,9.788,0.011,98.87,0.232,100.384,-,137.704,0.012,0.476,7.159,45.191,45.713,0.046,0.222,0.1,1.481,0.046,0.513,10.007,1.005,0.183,-,3
6501510,Farinha de tapioca,99.0,Não se aplica,331,0.5,0.3,81.1,0.6,-,-,-,-,-,-,-,-,-,12,3,-,60,0.1,2,-,48,-,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,3
6501511,Farinha beiju,99.0,Não se aplica,331,0.5,0.3,81.1,0.6,-,-,-,-,-,-,-,-,-,12,3,-,60,0.1,2,-,48,-,-,-,-,-,0.03,-,-,-,-,-,-,-,-,-,3
6501515,Sagu de tapioca,99.0,Não se aplica,116.992,4.334,4.099,15.512,0.029,63.114,1.988,1.208,0.346,0.254,0.068,0.097,13.203,8.602,102.169,9.788,0.011,98.87,0.232,100.384,-,137.704,0.012,0.476,7.159,45.191,45.713,0.046,0.222,0.1,1.481,0.046,0.513,10.007,1.005,0.183,-,3
6501516,Tapioca de goma,99.0,Não se aplica,336,2,-,82,-,-,-,-,-,-,-,-,-,-,4,-,-,-,0.16,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
6502001,Farinha láctea,99.0,Não se aplica,396.67,12.67,6.33,73.33,2.67,-,-,-,-,-,-,-,-,-,2.93,-,-,303.33,6,126.67,-,-,-,-,-,443.33,-,0.6,0.6,8,-,0.5,1.2,-,5,-,29.67,3
6502101,Neston,99.0,Não se aplica,345.8,12.92,-,70.8,6.25,-,-,-,-,-,-,-,-,-,508,-,-,550,12.5,550,-,-,-,-,-,-,-,1.08,1.16,14.58,-,1.16,2.17,-,4.58,9.17,40.42,3
6502102,Flocos de cereais,99.0,Não se aplica,365,7.2,1,83.8,4.1,-,-,-,-,-,-,-,-,-,143,11,-,101,3.1,655,-,83,0.06,7.6,-,-,15,0.76,1.02,11.04,-,2.25,-,-,-,-,-,3
6502105,Vitaflocos,99.0,Não se aplica,78.243,2.422,3.062,10.456,0.174,6.023,1.348,0.89,0.555,0.498,0.057,0.226,7.196,2.078,124.567,13.224,0.029,95.381,0.221,319.331,-,156.846,0.015,0.449,4.028,21.165,30.095,0.068,0.177,0.322,1.166,0.043,0.302,11.233,0.508,0.187,0.147,3
